CL=F,NG=F,ZC=F
69.23999786376953,3.6559998989105225,447.75
70.0999984741211,3.946000099182129,448.5
69.62000274658203,3.7149999141693115,453.75
70.5999984741211,3.5139999389648438,454.0
70.98999786376953,3.936000108718872,452.25
71.72000122070312,3.632999897003174,458.5
73.12999725341797,3.6600000858306885,459.5
73.95999908447266,3.3540000915527344,450.75
73.55999755859375,3.671999931335449,457.75
74.25,3.4489998817443848,458.0
73.31999969482422,3.6510000228881836,454.0
73.91999816894531,3.7009999752044678,456.0
76.56999969482422,3.989000082015991,470.5
78.81999969482422,3.934000015258789,476.5
77.5,3.9679999351501465,474.5
80.04000091552734,4.083000183105469,478.75
78.68000030517578,4.257999897003174,474.5
77.87999725341797,3.947999954223633,484.25
75.88999938964844,3.75600004196167,490.0
75.44000244140625,3.9600000381469727,484.25
74.62000274658203,3.944999933242798,489.75
74.66000366210938,4.0269999504089355,486.5
73.16999816894531,3.697000026702881,482.0
73.7699966430664,3.4709999561309814,485.25
72.62000274658203,3.5350000858306885,497.0
72.7300033569336,3.046999931335449,490.25
72.52999877929688,3.0439999103546143,482.0
73.16000366210938,3.3519999980926514,488.75
72.69999694824219,3.253000020980835,494.5
71.02999877929688,3.359999895095825,493.25
70.61000061035156,3.4079999923706055,495.25
71.0,3.309000015258789,487.5
72.31999969482422,3.444000005722046,491.5
73.31999969482422,3.5190000534057617,484.0
71.37000274658203,3.565000057220459,490.25
71.29000091552734,3.628000020980835,493.5
70.73999786376953,3.7249999046325684,496.25
71.8499984741211,4.006999969482422,502.0
72.25,4.28000020980835,497.5
72.56999969482422,4.1519999504089355,498.0
70.4000015258789,4.234000205993652,491.25
70.69999694824219,3.99399995803833,482.5
68.93000030517578,4.173999786376953,479.75
68.62000274658203,3.9059998989105225,478.25
70.3499984741211,3.934000015258789,464.75
69.76000213623047,3.8340001106262207,453.5
68.37000274658203,4.122000217437744,440.25
68.26000213623047,4.349999904632568,436.0
66.30999755859375,4.449999809265137,440.25
66.36000061035156,4.302000045776367,449.5
67.04000091552734,4.39900016784668,455.25
66.02999877929688,4.491000175476074,458.75
66.25,4.453000068664551,456.5
67.68000030517578,4.084000110626221,448.75
66.55000305175781,4.111000061035156,453.5
67.18000030517578,4.104000091552734,445.5
67.58000183105469,4.01800012588501,461.0
66.9000015258789,4.052000045776367,458.75
67.16000366210938,4.247000217437744,462.0
68.26000213623047,3.9749999046325684,469.0
68.27999877929688,3.9800000190734863,464.25
69.11000061035156,3.9140000343322754,464.5
69.0,3.8399999141693115,457.75
69.6500015258789,3.8610000610351562,451.25
69.91999816894531,3.950000047683716,450.0
69.36000061035156,4.065000057220459,453.25
71.4800033569336,4.11899995803833,457.25
71.19999694824219,3.9509999752044678,461.75
71.70999908447266,4.054999828338623,457.75
66.94999694824219,4.138000011444092,457.5
61.9900016784668,3.8369998931884766,460.25
60.70000076293945,3.6549999713897705,464.5
59.58000183105469,3.4649999141693115,469.0
62.349998474121094,3.815999984741211,474.0
60.06999969482422,3.556999921798706,483.0
61.5,3.5269999504089355,490.25
61.529998779296875,3.325000047683716,485.0
61.33000183105469,3.3289999961853027,481.25
62.470001220703125,3.246999979019165,484.25
64.68000030517578,3.244999885559082,482.25
63.08000183105469,3.0160000324249268,481.75
64.30999755859375,3.006999969482422,475.75
62.27000045776367,3.0220000743865967,472.0
62.790000915527344,2.930000066757202,477.25
63.02000045776367,2.937000036239624,478.75
62.04999923706055,3.1700000762939453,475.5
60.41999816894531,3.385999917984009,460.5
58.209999084472656,3.3259999752044678,467.25
59.2400016784668,3.4790000915527344,464.25
58.290000915527344,3.630000114440918,461.25
57.130001068115234,3.549999952316284,446.5
59.09000015258789,3.4630000591278076,447.5
58.06999969482422,3.621000051498413,441.0
59.90999984741211,3.5920000076293945,439.0
61.02000045776367,3.7950000762939453,441.5
61.95000076293945,3.6459999084472656,440.25
63.66999816894531,3.6470000743865967,436.0
63.150001525878906,3.492000102996826,438.5
61.619998931884766,3.361999988555908,448.5
62.4900016784668,3.3340001106262207,443.5
62.689998626708984,3.11299991607666,447.5
62.560001373291016,3.427000045776367,454.5
61.56999969482422,3.368000030517578,461.0
61.20000076293945,3.253000020980835,463.0
61.529998779296875,3.3340001106262207,459.5
60.88999938964844,3.3980000019073486,459.5
61.84000015258789,3.2039999961853027,451.0
60.939998626708984,3.5220000743865967,447.0
60.790000915527344,3.447000026702881,444.0
62.52000045776367,3.694000005722046,438.25
63.40999984741211,3.7219998836517334,438.5
62.849998474121094,3.7160000801086426,438.75
63.369998931884766,3.677000045776367,439.5
64.58000183105469,3.7839999198913574,442.5
65.29000091552734,3.634999990463257,433.5
64.9800033569336,3.5329999923706055,438.75
68.1500015258789,3.506999969482422,437.0
68.04000091552734,3.492000102996826,438.5
72.9800033569336,3.5810000896453857,444.5
71.7699966430664,3.747999906539917,434.75
74.83999633789062,3.8510000705718994,431.5
75.13999938964844,3.989000082015991,433.5
74.93000030517578,3.8469998836517334,428.75
68.51000213623047,3.697999954223633,419.25
64.37000274658203,3.5369999408721924,416.25
64.91999816894531,3.4059998989105225,410.25
65.23999786376953,3.260999917984009,409.5
65.5199966430664,3.739000082015991,417.5
65.11000061035156,3.4560000896453857,420.5
65.44999694824219,3.4149999618530273,420.0
67.44999694824219,3.48799991607666,429.25
67.0,3.4089999198913574,431.5
66.5,3.38700008392334,431.5
67.93000030517578,3.4119999408721924,418.0
68.33000183105469,3.3399999141693115,411.0
68.37999725341797,3.2139999866485596,412.5
66.56999969482422,3.3369998931884766,407.25
68.44999694824219,3.313999891281128,403.0
66.9800033569336,3.4660000801086426,412.75
66.5199966430664,3.5230000019073486,401.25
66.37999725341797,3.5510001182556152,405.25
67.54000091552734,3.5420000553131104,402.0
67.33999633789062,3.565000057220459,408.5
67.19999694824219,3.325000047683716,403.75
66.20999908447266,3.252000093460083,399.25
65.25,3.0769999027252197,398.5
66.02999877929688,3.0940001010894775,401.75
65.16000366210938,3.109999895095825,399.5
66.70999908447266,2.98799991607666,393.75
69.20999908447266,3.0810000896453857,389.25
70.0,3.0450000762939453,391.75
69.26000213623047,3.1059999465942383,394.0
67.33000183105469,3.0829999446868896,389.5
66.29000091552734,2.931999921798706,387.0
65.16000366210938,3.009999990463257,381.5
64.3499984741211,3.0769999027252197,379.75
63.880001068115234,3.066999912261963,384.5
63.880001068115234,2.990000009536743,382.75
63.959999084472656,2.9539999961853027,385.0
63.16999816894531,2.808000087738037,371.5
62.650001525878906,2.828000068664551,374.0
63.959999084472656,2.8410000801086426,375.0
62.79999923706055,2.9159998893737793,383.75
63.41999816894531,2.890000104904175,383.0
62.349998474121094,2.7660000324249268,379.5
63.209999084472656,2.752000093460083,380.0
63.52000045776367,2.8259999752044678,387.25
63.65999984741211,2.697999954223633,388.25
64.80000305175781,2.696000099182129,389.25
63.25,2.7170000076293945,387.5
64.1500015258789,2.867000102996826,382.5
64.5999984741211,2.944000005722046,385.5
64.01000213623047,2.996999979019165,398.0
65.58999633789062,3.009000062942505,403.0
63.970001220703125,3.063999891281128,397.75
63.47999954223633,3.0739998817443848,399.75
61.869998931884766,3.0480000972747803,399.0
62.2599983215332,3.0899999141693115,403.0
62.630001068115234,3.117000102996826,401.25
63.66999816894531,3.0290000438690186,397.25
62.369998931884766,2.934000015258789,399.0
62.689998626708984,2.940999984741211,399.0
63.29999923706055,3.0429999828338623,423.25
64.5199966430664,3.1029999256134033,429.5
64.05000305175781,3.0999999046325684,426.75
63.56999969482422,2.938999891281128,423.75
62.68000030517578,2.888000011444092,424.0
62.63999938964844,2.805999994277954,421.75
63.40999984741211,2.8529999256134033,426.25
64.98999786376953,2.8580000400543213,424.25
64.9800033569336,2.9040000438690186,425.75
65.72000122070312,2.8350000381469727,422.0
63.45000076293945,3.2669999599456787,421.5
62.369998931884766,3.302999973297119,415.5
61.779998779296875,3.4760000705718994,416.5
60.47999954223633,3.441999912261963,421.75
60.880001068115234,3.3239998817443848,419.0
61.689998626708984,3.3570001125335693,421.75
61.72999954223633,3.497999906539917,419.75
62.54999923706055,3.3329999446868896,422.0
61.5099983215332,3.2690000534057617,418.25
58.900001525878906,3.1059999465942383,413.0
59.4900016784668,3.118000030517578,410.75
58.70000076293945,3.0280001163482666,413.0
58.27000045776367,3.0160000324249268,416.75
57.459999084472656,2.937999963760376,421.75
57.540000915527344,3.007999897003174,422.5
57.52000045776367,3.3970000743865967,423.25
57.81999969482422,3.4739999771118164,419.75
58.5,3.450000047683716,423.0
61.790000915527344,3.3440001010894775,428.0
61.5,3.303999900817871,423.25
61.310001373291016,3.441999912261963,428.75
60.150001525878906,3.3450000286102295,432.0
60.47999954223633,3.375999927520752,434.0
60.56999969482422,3.9560000896453857,430.25
60.97999954223633,4.124000072479248,431.5
61.04999923706055,4.265999794006348,434.25
60.560001373291016,4.3429999351501465,431.5
59.599998474121094,4.23199987411499,435.25
59.43000030517578,4.35699987411499,428.75
59.75,4.315000057220459,427.25
60.130001068115234,4.3379998207092285,429.75
61.040000915527344,4.565000057220459,432.0
58.4900016784668,4.5329999923706055,435.25
58.689998626708984,4.645999908447266,441.5
60.09000015258789,4.565999984741211,430.25
59.90999984741211,4.361000061035156,434.75
60.7400016784668,4.370999813079834,436.75
59.439998626708984,4.550000190734863,429.75
59.13999938964844,4.473999977111816,426.5
58.060001373291016,4.579999923706055,425.5
58.84000015258789,4.548999786376953,423.75
57.95000076293945,4.423999786376953,423.5
58.650001525878906,4.558000087738037,431.75
58.54999923706055,4.849999904632568,435.5
59.31999969482422,4.921000003814697,432.75
58.63999938964844,4.840000152587891,438.0
58.95000076293945,4.994999885559082,431.5
59.66999816894531,5.063000202178955,437.75
60.08000183105469,5.289000034332275,436.75
58.880001068115234,4.9120001792907715,436.25
58.25,4.573999881744385,440.75
58.459999084472656,4.59499979019165,434.75
57.599998474121094,4.230999946594238,435.25
57.439998626708984,4.11299991607666,431.5
56.81999969482422,4.01200008392334,439.75
55.27000045776367,3.885999917984009,436.5
55.939998626708984,4.02400016784668,440.5
56.150001525878906,3.9079999923706055,444.5
56.65999984741211,3.9839999675750732,443.75
58.0099983215332,3.9649999141693115,447.0
58.20000076293945,3.694999933242798,448.0
